id,first_name,last_name,gender,street_address,city,states,zip_code,telephone,age,company,latitude,longitude
357,Barbabas,Kleis,Male,49870 Sauthoff Drive,Lincoln,Nebraska,68517,402-717-9806,9/26/1974,"Bazaarvoice, Inc.",40.9317,-96.6045
358,Frazier,Wharram,Male,5233 Anzinger Plaza,Tacoma,Washington,98464,253-857-6071,2/4/1967,"BlackLine, Inc.",47.0662,-122.1132
359,Chancey,Starkie,Male,368 Boyd Park,Raleigh,North Carolina,27605,919-637-8697,4/29/1976,FirstEnergy Corporation,35.7908,-78.653
360,Sherlocke,Cream,Male,84554 North Road,Beaumont,Texas,77705,936-545-7258,4/20/1965,"Exelixis, Inc.",30.0211,-94.1157
361,Berry,Naisby,Female,80582 Grasskamp Circle,Clearwater,Florida,34615,727-284-7573,10/15/1931,"Prudential Bancorp, Inc.",27.9843,-82.7813
362,Aldin,Dansie,Male,13290 Stephen Park,North Hollywood,California,91606,323-869-2424,12/26/1942,Navios Maritime Holdings Inc.,34.1872,-118.3865
363,Anton,Dobkin,Male,0538 Main Avenue,San Diego,California,92132,858-310-8452,5/12/1954,"USA Technologies, Inc.",32.6437,-117.1384
364,Nate,Wybourne,Male,9 Granby Way,Torrance,California,90510,818-139-8454,8/25/1944,"New York Community Bancorp, Inc.",33.7866,-118.2987
365,Terrie,Nolder,Female,3 Stuart Street,Clearwater,Florida,33758,813-348-2163,12/22/1953,Colonial Investment Grade Municipal Trust,27.8918,-82.7248
366,Correy,Callister,Male,06 Anzinger Circle,Muncie,Indiana,47306,765-961-8574,3/19/1966,Cadence Bancorporation,40.2023,-85.4082
367,Enid,Kelby,Female,00 Lakewood Hill,Jackson,Tennessee,38308,731-673-7514,8/8/1944,AllianzGI Convertible & Income Fund II,35.6124,-88.8412
368,Pearl,Swatheridge,Female,2684 Clarendon Center,Boise,Idaho,83716,208-852-3431,12/17/1982,Barington/Hilco Acquisition Corp.,43.5345,-115.9711
369,Mead,Hainey,Male,43 Marquette Road,Spokane,Washington,99210,509-833-3554,1/5/1986,SAP SE,47.6536,-117.4317
370,North,Mitchinson,Male,03985 Florence Point,Atlanta,Georgia,30328,404-806-4345,9/9/1958,"Meridian Waste Solutions, Inc",33.9335,-84.3958
371,Henrietta,St. Paul,Female,983 Fordem Trail,San Antonio,Texas,78205,210-462-5814,2/26/1973,Invesco Municipal Trust,29.4237,-98.4925
372,Brianne,Trahair,Female,15 Porter Trail,New York City,New York,10260,212-328-6944,5/10/1960,"WellCare Health Plans, Inc.",40.7808,-73.9772
373,Bettine,Loveitt,Female,5 Eastwood Hill,Augusta,Georgia,30919,706-602-1626,10/12/1946,First Bank,33.386,-82.091
374,Ivan,Galbraith,Male,11 Farmco Center,Phoenix,Arizona,85053,602-591-9694,9/9/1992,Lumentum Holdings Inc.,33.6299,-112.1316
375,Antony,Wesgate,Male,5 Dorton Street,Montgomery,Alabama,36119,334-642-3143,8/18/1943,CSX Corporation,32.2334,-86.2085
376,Cass,Roney,Male,40 Quincy Road,El Paso,Texas,88553,915-834-4272,12/27/1973,Anworth Mortgage Asset  Corporation,31.6948,-106.3
377,Beverley,Lambourne,Female,087 Mesta Point,Shreveport,Louisiana,71105,318-695-7858,11/2/1981,Apartment Investment and Management Company,32.4589,-93.7143
378,Eba,Hadlee,Female,2 High Crossing Junction,Washington,District of Columbia,20409,202-269-5669,2/19/1956,Quotient Technology Inc.,38.8933,-77.0146
379,Tabitha,Dine-Hart,Female,83 Ruskin Center,Honolulu,Hawaii,96840,808-636-8431,6/11/1947,"Natural Grocers by Vitamin Cottage, Inc.",21.3068,-157.8607
380,Everard,Jewell,Male,0 Havey Lane,Springfield,Massachusetts,01114,413-658-9398,2/13/1936,"Cohen & Steers Select Preferred and Income Fund, Inc.",42.1707,-72.6048
381,Roma,Rimour,Male,2124 Judy Alley,Wichita Falls,Texas,76305,940-192-3999,6/5/1939,"Avangrid, Inc.",33.9995,-98.3938
382,Booth,Kadd,Male,4 Artisan Terrace,Tacoma,Washington,98417,253-740-0212,11/5/1941,Colonial Intermediate High Income Fund,47.2061,-122.4822
383,Albie,Breedy,Male,347 2nd Street,Bronx,New York,10459,718-648-3499,2/27/1948,"Interactive Brokers Group, Inc.",40.8247,-73.894
384,Beret,Wychard,Female,5 Homewood Way,Chattanooga,Tennessee,37410,423-951-1167,7/5/1956,"BroadSoft, Inc.",35.0018,-85.3138
385,Eleanor,Bergeau,Female,14305 Coolidge Junction,Evansville,Indiana,47725,812-983-4048,5/8/1980,"FS Bancorp, Inc.",38.1071,-87.5256
386,Lind,Sone,Female,856 Hermina Crossing,Milwaukee,Wisconsin,53205,920-574-1843,3/1/1941,ManpowerGroup,43.0528,-87.9353
387,Maison,Langmead,Male,3516 Eagle Crest Point,Pensacola,Florida,32511,850-717-5317,9/29/1946,iStar Financial Inc.,30.4061,-87.2917
388,Sandor,Ferrier,Male,0791 Rutledge Parkway,Birmingham,Alabama,35263,205-309-0567,4/29/1957,Pennsylvania Real Estate Investment Trust,33.5225,-86.8094
389,Gipsy,McChesney,Female,10 Buena Vista Park,Dayton,Ohio,45432,937-247-2097,2/10/1971,Resource Capital Corp.,39.739,-84.0856
390,Arthur,Dametti,Male,74590 Holy Cross Court,San Diego,California,92153,619-821-6805,2/11/1952,PowerShares DWA Healthcare Momentum Portfolio,33.0169,-116.846
391,Annette,Jacobovitch,Female,28 Pine View Hill,Austin,Texas,78710,512-144-6355,7/16/1933,"Limbach Holdings, Inc.",30.352,-97.7151
392,Aubrey,Lingley,Female,055 Butterfield Plaza,Macon,Georgia,31210,478-572-8879,12/24/1999,Anika Therapeutics Inc.,32.8926,-83.7455
393,Lexie,Grimm,Female,57 Corry Terrace,Indianapolis,Indiana,46216,317-629-4913,12/14/1947,"Latin American Discovery Fund, Inc. (The)",39.8647,-86.0136
394,Deonne,Simonsen,Female,090 Truax Center,Washington,District of Columbia,20319,202-468-8793,9/1/1978,"Penns Woods Bancorp, Inc.",38.8667,-77.0166
395,Nathanial,Malecky,Male,7957 Sunnyside Alley,Pasadena,California,91125,626-456-2126,2/19/1953,Fifth Third Bancorp,33.7866,-118.2987
396,Kerby,McArt,Male,9011 Continental Trail,Philadelphia,Pennsylvania,19131,215-371-2355,5/3/1938,"Lawson Products, Inc.",39.9845,-75.2282
397,Joane,Rout,Female,9 Lighthouse Bay Alley,Akron,Ohio,44321,330-179-2047,7/3/1992,Fulton Financial Corporation,41.1002,-81.6443
398,Conan,Lardeux,Male,05 Delladonna Terrace,Duluth,Georgia,30195,678-767-2232,1/5/1996,"2U, Inc.",34.0047,-84.1532
399,Allister,McClymont,Male,4588 Butterfield Center,Jacksonville,Florida,32225,904-996-0772,8/14/1931,Invesco California Value Municipal Income Trust,30.351,-81.5061
400,Harper,McWhinnie,Male,9608 Del Sol Road,Salt Lake City,Utah,84140,801-137-7570,11/4/1937,"BMC Stock Holdings, Inc.",40.7713,-111.9309
401,Vasilis,Bretherick,Male,7 Northview Center,Milwaukee,Wisconsin,53285,414-639-7726,3/17/1947,"Reata Pharmaceuticals, Inc.",43.0174,-87.5697
402,Engelbert,Amorts,Male,60184 Veith Hill,Columbia,South Carolina,29203,803-548-7941,3/23/1951,"Netflix, Inc.",34.0635,-81.0265
403,Revkah,Tander,Female,775 Hansons Junction,Portland,Oregon,97206,503-715-8252,1/10/1984,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",45.484,-122.5973
404,Gus,Hobbert,Female,8624 Farragut Plaza,Richmond,Virginia,23289,804-256-9184,8/11/1936,Royal Bank Of Canada,37.5313,-77.4161
405,Derron,Konerding,Male,10 Jay Park,San Luis Obispo,California,93407,805-463-0857,2/13/1979,"Cavco Industries, Inc.",35.3471,-120.4553
406,Cross,Cummungs,Male,8 Jana Center,Longview,Texas,75605,903-645-3247,8/6/1934,"Tortoise Power and Energy Infrastructure Fund, Inc",32.5547,-94.7767
407,Joaquin,Padillo,Male,7344 Bunting Avenue,Mesa,Arizona,85210,928-866-6257,12/5/1955,"Nicholas Financial, Inc.",33.3887,-111.8428
408,Zerk,Rumming,Male,06 Londonderry Junction,Jamaica,New York,11447,718-467-2226,2/23/1931,"Net 1 UEPS Technologies, Inc.",40.6914,-73.8061
409,Killian,Bracey,Male,914 Eastlawn Trail,Trenton,New Jersey,08608,609-324-0868,1/12/1999,Azure Power Global Limited,40.2204,-74.7622
410,Moira,Harrald,Female,4 Dryden Pass,Washington,District of Columbia,20022,202-985-6609,9/6/1961,Innocoll Holdings,38.945,-77.0364
411,Abeu,Thrussell,Male,739 Goodland Avenue,Boulder,Colorado,80305,303-248-4446,9/21/2000,"Marchex, Inc.",39.9807,-105.2531
412,Alfredo,Toynbee,Male,641 Onsgard Terrace,Madison,Wisconsin,53779,608-138-6641,7/21/1994,Regional Management Corp.,43.0982,-89.3242
413,Mira,Manifould,Female,087 Village Alley,Winston Salem,North Carolina,27157,336-749-9313,12/13/1954,"Century Communities, Inc.",36.0275,-80.2073
414,Wynn,Gierke,Female,97 Green Ridge Trail,Sarasota,Florida,34238,941-257-7571,7/21/1943,Brainstorm Cell Therapeutics Inc.,27.2427,-82.4751
415,Joly,Viggars,Female,37 Londonderry Point,Tuscaloosa,Alabama,35487,205-825-8633,5/24/1948,Diana Containerships Inc.,33.3072,-87.5859
416,Henrieta,Kesley,Female,98739 Moland Plaza,Washington,District of Columbia,20319,202-767-0754,4/13/1930,"AvalonBay Communities, Inc.",38.8667,-77.0166
417,Turner,Kinghorne,Male,40 Red Cloud Hill,Bridgeport,Connecticut,06673,203-782-7974,10/6/1997,iStar Financial Inc.,41.3089,-73.3637
418,Corena,Braunter,Female,4527 Scoville Road,Richmond,Virginia,23208,804-945-3961,7/9/1939,Sundance Energy Australia Limited,37.5593,-77.4471
419,Barrie,Friedenbach,Female,9395 Monica Plaza,Chicago,Illinois,60674,312-734-9014,8/28/1969,"Fuwei Films (Holdings) Co., Ltd.",41.8119,-87.6873
420,Delphine,Egan,Female,36380 Ramsey Court,San Diego,California,92127,858-570-5747,9/24/1993,Cellect Biotechnology Ltd.,33.0279,-117.0856
421,Dore,Aldham,Female,51870 Coolidge Way,Buffalo,New York,14205,716-903-7806,4/20/1949,"Dave & Buster&#39;s Entertainment, Inc.",42.7684,-78.8871
422,Riobard,Docharty,Male,5 Manufacturers Avenue,Austin,Texas,78749,512-334-3639,1/18/1952,"Total System Services, Inc.",30.2166,-97.8508
423,Myrwyn,Drain,Male,634 Carberry Street,Elmira,New York,14905,607-745-5798,4/3/1948,Civeo Corporation,42.0869,-76.8397
424,Stevie,Attewell,Male,3 Elmside Parkway,Ashburn,Virginia,22093,571-384-6776,1/23/1987,"Sajan, Inc.",39.0853,-77.6452
425,Nevins,Deverille,Male,58423 Welch Parkway,San Diego,California,92191,619-348-1589,11/14/1955,Atlas Air Worldwide Holdings,33.0169,-116.846
426,Tami,Macewan,Female,48 Lakewood Gardens Point,Sioux Falls,South Dakota,57188,605-581-8803,6/27/1964,City Holding Company,43.6746,-96.7913
427,Morty,Bailiss,Male,17622 Longview Hill,Anaheim,California,92812,714-120-2791,4/27/1963,"Superior Uniform Group, Inc.",33.817,-117.9286
428,Michaeline,McCoid,Female,9209 Ohio Drive,Anchorage,Alaska,99507,907-719-4539,5/27/1946,Kingtone Wirelessinfo Solution Holding Ltd,61.1535,-149.8289
429,Goldy,Joanaud,Female,7418 Sloan Plaza,Salt Lake City,Utah,84110,801-381-1914,9/6/1936,UNITIL Corporation,40.6681,-111.9083
430,Edi,MacCrachen,Female,196 Bartillon Plaza,Jacksonville,Florida,32259,904-438-9762,8/26/1940,Zions Bancorporation,30.0956,-81.6217
431,Felipe,Jeandet,Male,652 Darwin Plaza,Fort Lauderdale,Florida,33315,954-450-5865,11/22/1964,Chatham Lodging Trust (REIT),26.0989,-80.1541
432,Issie,Devil,Female,7 Atwood Circle,Jacksonville,Florida,32230,904-384-3929,5/13/1935,"Xencor, Inc.",30.3449,-81.6831
433,Pall,Goymer,Male,9513 Mccormick Junction,Sioux City,Iowa,51105,712-361-0262,9/19/1961,"Medical Transcription Billing, Corp.",42.5032,-96.3829
434,Ronna,Bartot,Female,11 Nelson Hill,Minneapolis,Minnesota,55417,612-149-4037,11/4/1973,Peregrine Pharmaceuticals Inc.,44.9054,-93.2361
435,Pippy,Seakings,Female,6 Sullivan Pass,Palm Bay,Florida,32909,561-315-5627,6/24/1970,Steelcase Inc.,27.9694,-80.6473
436,Pet,McGowing,Female,07024 Crescent Oaks Circle,Houston,Texas,77085,713-910-3375,9/17/1972,Euro Tech Holdings Company Limited,29.6218,-95.4819
437,Dolph,Skeats,Male,5 Clarendon Crossing,Sacramento,California,94250,916-433-9951,12/5/1944,"General American Investors, Inc.",38.3774,-121.4444
438,Claybourne,Senechell,Male,7755 Warner Junction,Inglewood,California,90305,310-893-0262,6/24/1983,Colliers International Group Inc. ,33.9583,-118.3258
439,Clarinda,Wadhams,Female,3 Hayes Park,Cleveland,Ohio,44197,216-747-0006,1/31/1985,Consolidated Edison Inc,41.6857,-81.6728
440,Terrill,Bendelow,Male,0118 Steensland Court,Newport News,Virginia,23605,757-370-1752,4/6/1933,First Trust Nasdaq Transportation ETF,37.0156,-76.4332
441,Linda,Clawe,Female,101 Crownhardt Crossing,Sacramento,California,95865,916-290-0211,1/13/1978,FIRST REPUBLIC BANK,38.596,-121.3978
442,Sorcha,Glandfield,Female,4784 Harper Plaza,Cleveland,Ohio,44130,216-688-8821,7/17/1980,Waters Corporation,41.3826,-81.7964
443,Guillemette,Yoslowitz,Female,22 Melvin Trail,San Francisco,California,94110,562-482-8071,3/10/1946,"NextEra Energy, Inc.",37.7509,-122.4153
444,Georgeta,Marnane,Female,068 Warbler Circle,Chicago,Illinois,60663,312-793-2285,9/18/1940,National Retail Properties,41.8119,-87.6873
445,Arluene,Auston,Female,29348 Ilene Avenue,Saint Louis,Missouri,63167,314-676-3692,10/12/1975,"Exelixis, Inc.",38.6383,-90.4271
446,Corina,Burrow,Female,3979 Iowa Point,Albuquerque,New Mexico,87195,505-115-6446,7/21/1988,Brookfield Real Assets Income Fund Inc.,35.0443,-106.6729
447,Lucius,Kiddie,Male,7 Gale Drive,Englewood,Colorado,80150,303-197-4126,10/12/1979,"Boston Private Financial Holdings, Inc.",39.7388,-104.4083
448,Marlowe,Geldeard,Male,0 Jenifer Circle,Savannah,Georgia,31405,912-935-1653,6/10/1945,Eagle Point Credit Company Inc.,32.0391,-81.1242
449,Freda,Caplis,Female,75 American Place,Sacramento,California,94245,916-950-4986,12/15/1975,Amedisys Inc,38.3774,-121.4444
450,Jamil,Pallis,Male,77325 Dottie Pass,Indianapolis,Indiana,46239,317-932-6008,9/29/1945,Dynegy Inc.,39.7265,-86.0005
451,Elga,Ruthen,Female,2760 Butterfield Place,Glendale,California,91210,818-966-6550,5/2/1993,"HomeStreet, Inc.",33.7866,-118.2987
452,Reinald,Dragge,Male,3 Fremont Hill,Brooklyn,New York,11210,347-424-8440,11/2/1951,NASDAQ TEST STOCK,40.6281,-73.9467
453,Arleta,Cornelisse,Female,0271 Spohn Crossing,New York City,New York,10034,917-610-9883,7/6/1931,"Amazon.com, Inc.",40.8662,-73.9221
454,Katleen,Fipp,Female,6 Stone Corner Drive,Valley Forge,Pennsylvania,19495,484-433-7264,1/6/1946,"Cavium, Inc.",39.9832,-75.7481
455,Alejoa,Danbury,Male,2 Fordem Road,Charlotte,North Carolina,28247,704-318-8256,3/17/1983,Motif Bio plc,35.0656,-80.8511
456,Luise,Noury,Female,28621 Daystar Circle,Richmond,Virginia,23208,804-910-1457,2/4/1978,Mechel PAO,37.5593,-77.4471
457,Rolando,Haith,Male,22 Sherman Terrace,Portland,Oregon,97271,971-136-7248,3/28/1951,Logitech International S.A.,45.5806,-122.3748
458,Anthe,Cakes,Female,7621 Walton Trail,Lima,Ohio,45807,419-869-1662,3/26/1987,"American Midstream Partners, LP",40.7955,-84.1383
459,Hamnet,Pfaffel,Male,46939 Dorton Plaza,New York City,New York,10029,917-373-1461,8/31/1936,"Cellular Biomedicine Group, Inc.",40.7918,-73.9448
460,Gibbie,Charity,Male,107 Hagan Road,Los Angeles,California,90055,213-648-3610,8/5/1987,PureFunds ETFx HealthTech ETF,33.7866,-118.2987
461,Serge,Hemms,Male,508 Susan Park,Portland,Oregon,97232,971-317-7455,2/15/1959,"Glacier Bancorp, Inc.",45.5287,-122.6363
462,Matty,Sabey,Female,501 Golf Hill,Austin,Texas,78749,512-502-3241,11/5/1949,Avista Corporation,30.2166,-97.8508
463,Dew,Caldwell,Male,2278 Bultman Crossing,Tampa,Florida,33680,813-567-4975,9/1/1955,FNB Bancorp,27.872,-82.4388
464,Lulu,Enderle,Female,42 Stang Circle,Atlanta,Georgia,30358,404-862-7358,9/9/1947,Meritage Corporation,33.9982,-84.3411
465,Harmon,Noir,Male,608 Eliot Place,Spartanburg,South Carolina,29305,864-341-5704,8/21/1970,Associated Banc-Corp,35.1114,-82.1055
466,Tracey,Halligan,Male,264 Bluestem Terrace,Shreveport,Louisiana,71105,318-466-2758,6/9/1998,"Entergy Mississippi, Inc.",32.4589,-93.7143
467,Virgil,Waren,Male,729 Parkside Parkway,Grand Forks,North Dakota,58207,701-188-6670,8/31/1992,Valley National Bancorp,47.9335,-97.3944
468,Phyllis,Lovelady,Female,5 Lighthouse Bay Pass,Saint Louis,Missouri,63196,314-351-9150,10/4/1974,"Hawaiian Holdings, Inc.",38.6531,-90.2435
469,Mohammed,Robey,Male,2 Monument Street,Peoria,Illinois,61656,309-858-6428,12/10/1987,BioAmber Inc.,40.7442,-89.7184
470,Delly,Connue,Female,636 Algoma Alley,Beaufort,South Carolina,29905,843-477-7550,9/15/1960,Broadcom Limited,32.3401,-80.689
471,Mariel,Lawley,Female,42 Dayton Pass,Ogden,Utah,84409,801-741-2962,8/5/1991,CMS Energy Corporation,41.2553,-111.9567
472,Morlee,Gate,Male,11 International Center,Salt Lake City,Utah,84189,801-931-4457,8/13/1972,"ABAXIS, Inc.",40.6681,-111.9083
473,Fulton,Checci,Male,493 Thackeray Drive,Savannah,Georgia,31410,912-725-4113,6/6/1984,Infinity Property and Casualty Corporation,32.0175,-80.997
474,Jody,Betjes,Male,7 Larry Alley,Utica,New York,13505,315-735-3832,5/6/1952,Terreno Realty Corporation,43.0872,-75.2603
475,Elvira,Trahearn,Female,0840 Express Circle,Ocala,Florida,34479,352-166-4328,11/22/1997,Pointer Telocation Ltd.,29.2541,-82.1095
476,Lilyan,Claibourn,Female,50 High Crossing Center,Cheyenne,Wyoming,82007,307-107-8744,12/6/1998,WisdomTree Japan Hedged SmallCap Equity Fund,41.1084,-104.8107
477,Romain,Gallaccio,Male,597 Scofield Street,Irvine,California,92710,714-426-8934,9/20/1983,"Nova Lifestyle, Inc",33.7074,-117.8403
478,Seth,Rumke,Male,7535 Autumn Leaf Pass,Wichita,Kansas,67236,316-703-3946,1/1/1962,Brixmor Property Group Inc.,37.5422,-97.2871
479,Raimundo,Caldairou,Male,6 Brickson Park Pass,Phoenix,Arizona,85072,602-953-8153,1/5/1999,Cimpress N.V,33.2765,-112.1872
480,Levi,Willerton,Male,7193 Maryland Crossing,Chicago,Illinois,60657,773-161-1974,3/30/1993,Bank of America Corporation,41.9399,-87.6528
481,Benedicta,Fillingham,Female,87 Fairview Hill,Minneapolis,Minnesota,55470,612-820-7737,12/21/1949,AXT Inc,45.0159,-93.4719
482,Margette,Husthwaite,Female,1 Northfield Point,Kansas City,Kansas,66112,913-131-1198,4/18/1968,Frontier Communications Corporation,39.116,-94.764
483,Hamil,Halfhide,Male,67227 Continental Hill,Raleigh,North Carolina,27605,919-144-2308,7/12/1975,China Lending Corporation,35.7908,-78.653
484,Nappie,Albury,Male,3 Lighthouse Bay Road,Pasadena,California,91186,626-187-4020,2/12/1942,Mobileye N.V.,33.7866,-118.2987
485,Balduin,Leijs,Male,16238 Mccormick Junction,Lansing,Michigan,48901,517-174-0711,7/29/1988,"Cidara Therapeutics, Inc.",42.5992,-84.372
486,Bekki,Nottram,Female,98 Weeping Birch Place,Houston,Texas,77085,281-627-5525,9/21/1958,"Altimmune, Inc.",29.6218,-95.4819
487,Kalie,Dudin,Female,52862 Calypso Point,Indianapolis,Indiana,46247,317-764-8154,5/17/1954,Control4 Corporation,39.7795,-86.1328
488,Sidney,Leftbridge,Male,649 Dawn Way,El Paso,Texas,88541,915-424-6310,4/25/1997,FIRST REPUBLIC BANK,31.6948,-106.3
489,Pascale,Petru,Male,85 Talmadge Parkway,Washington,District of Columbia,20205,202-999-6432,2/4/1992,"PRA Health Sciences, Inc.",38.905,-77.0162
490,Geneva,McCrillis,Female,82426 Declaration Circle,Loretto,Minnesota,55598,763-345-7615,9/5/1968,Flowserve Corporation,45.0159,-93.4719
491,Salvador,Reedie,Male,52 Manitowish Drive,El Paso,Texas,79911,915-745-3336,2/4/2000,"Rexford Industrial Realty, Inc.",31.8925,-106.5426
492,Isiahi,Tustin,Male,36 Messerschmidt Avenue,Memphis,Tennessee,38168,901-403-1109,4/21/1944,Prima BioMed Ltd,35.2017,-89.9715
493,Archambault,Di Maggio,Male,7929 Clarendon Trail,Tucson,Arizona,85737,520-650-6869,12/24/1958,Allstate Corporation (The),32.4142,-110.9466
494,Stefanie,Heald,Female,9026 Londonderry Way,Abilene,Texas,79699,325-194-0858,8/23/1952,FelCor Lodging Trust Incorporated,32.4665,-99.7117
495,Dara,Mattiacci,Female,556 Northridge Road,San Diego,California,92127,760-503-4004,1/2/1992,"Colony Bankcorp, Inc.",33.0279,-117.0856
496,Averill,Matt,Male,5 Valley Edge Crossing,Everett,Washington,98206,425-636-4914,12/1/1975,Federated National Holding Company,47.8599,-122.2848
497,Shermy,Clift,Male,01741 Sutherland Plaza,Boise,Idaho,83732,208-888-8744,5/28/1946,TiVo Corporation,43.4599,-116.244
498,Moshe,Grewe,Male,263 Bowman Park,Toledo,Ohio,43615,419-536-9888,3/16/1969,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,41.6492,-83.6706
499,Elli,Scarse,Female,61927 Londonderry Plaza,Newport News,Virginia,23605,757-364-2068,3/7/1971,Marvell Technology Group Ltd.,37.0156,-76.4332
500,Krishnah,Snoxell,Male,050 Westridge Lane,Gary,Indiana,46406,219-144-4134,1/10/1941,Mastercard Incorporated,41.5878,-87.4062
501,Sydel,Riddlesden,Female,66 Meadow Vale Center,Newark,New Jersey,07112,973-488-6679,6/24/1934,TransAct Technologies Incorporated,40.7107,-74.2131
502,Ruthann,Kasher,Female,6 Warrior Drive,New York City,New York,10024,646-802-1576,4/14/1947,1st Source Corporation,40.7864,-73.9764
503,Agace,Baskwell,Female,89449 Rieder Alley,Yakima,Washington,98907,509-441-8084,12/7/1962,"Woodward, Inc.",46.6288,-120.574
504,Rutger,Muzzini,Male,7521 Hintze Pass,Washington,District of Columbia,20268,202-904-2617,1/14/1968,Asure Software Inc,38.8933,-77.0146
505,Taffy,Garrit,Female,07 Spaight Circle,New York City,New York,10160,212-479-0831,10/16/1976,"Santander Holdings USA, Inc.",40.7808,-73.9772
506,Nertie,Trenear,Female,37 Duke Hill,San Antonio,Texas,78245,210-451-2472,8/12/1959,Community Healthcare Trust Incorporated,29.4189,-98.6895
507,Cassondra,Jellett,Female,23124 Spaight Park,Hampton,Virginia,23668,757-952-6020,7/17/1965,"Teligent, Inc.",37.0206,-76.3377
508,Darell,Spellecy,Female,1 Grayhawk Park,Sparks,Nevada,89436,775-729-7779,3/1/1946,Helios and Matheson Analytics Inc,39.6269,-119.7081
509,Verge,Lakeland,Male,8817 Hayes Circle,Peoria,Illinois,61605,309-970-6880,5/1/1973,"Estee Lauder Companies, Inc. (The)",40.6775,-89.6263
510,Thorpe,Logsdale,Male,413 Warrior Street,Biloxi,Mississippi,39534,228-735-3951,3/5/1970,Summit Therapeutics plc,30.4067,-88.9211
511,Robin,Fayne,Male,4 Bunker Hill Trail,Las Cruces,New Mexico,88006,505-231-4154,6/16/1984,"Natuzzi, S.p.A.",32.3052,-106.7863
512,Jammie,Haglinton,Female,825 Southridge Alley,Norfolk,Virginia,23509,757-228-4010,9/8/1936,"Quanta Services, Inc.",36.8787,-76.2604
513,Eldredge,Cobbe,Male,4331 Dawn Terrace,Spartanburg,South Carolina,29305,864-115-7460,1/9/1974,"Expeditors International of Washington, Inc.",35.1114,-82.1055
514,Wolfgang,Dumbrall,Male,806 Michigan Park,New Brunswick,New Jersey,08922,732-373-5608,8/18/1982,Sonoco Products Company,40.43,-74.4173
515,Tracey,MacSorley,Female,204 Pennsylvania Hill,Phoenix,Arizona,85045,480-183-1249,9/12/1989,InterXion Holding N.V.,33.3022,-112.1226
516,Torie,Ferriby,Female,6 Autumn Leaf Alley,Port Charlotte,Florida,33954,941-846-4017,8/20/1985,First Trust Switzerland AlphaDEX Fund,27.0228,-82.1108
517,Tracey,Kingswell,Male,0 Village Crossing,Cedar Rapids,Iowa,52405,319-307-1705,12/7/1976,"MSC Industrial Direct Company, Inc.",41.9804,-91.7098
518,Fleurette,Scholer,Female,640 Logan Way,Terre Haute,Indiana,47812,812-554-3809,2/1/1953,Vornado Realty Trust,39.4336,-87.4101
519,Tomaso,Durante,Male,60 Miller Crossing,Fort Smith,Arkansas,72916,479-479-6394,1/9/1971,"TerraVia Holdings, Inc.",35.2502,-94.3703
520,Fee,Cleland,Male,47960 Spaight Parkway,West Palm Beach,Florida,33405,772-883-7451,4/29/1965,IQ Chaikin U.S. Small Cap ETF,26.67,-80.0582
521,Emmye,MacNeilage,Female,49 Fallview Crossing,Harrisburg,Pennsylvania,17126,717-876-3097,1/5/1969,"Trinity Industries, Inc.",40.2618,-76.88
522,Donovan,Hellen,Male,75 Buell Alley,Newark,Delaware,19725,302-927-1188,10/29/1945,"Community Health Systems, Inc.",39.5645,-75.597
523,Andrea,Matthensen,Male,7 Loeprich Road,Houston,Texas,77293,281-312-7377,4/20/1982,"Chanticleer Holdings, Inc.",29.834,-95.4342
524,Danie,Longbone,Male,78988 Westend Lane,Los Angeles,California,90076,323-391-9600,8/13/1984,MPLX LP,33.7866,-118.2987
525,Kelly,Gianolo,Female,729 Delaware Crossing,Asheville,North Carolina,28815,828-852-3751,10/15/1986,Arbor Realty Trust,35.6203,-82.5286
526,Murielle,Mulloch,Female,41 Shopko Point,Apache Junction,Arizona,85219,480-122-4517,8/23/1970,"Emerald Expositions Events, Inc.",33.3616,-111.2795
527,Kahlil,Vel,Male,9320 Weeping Birch Trail,Orlando,Florida,32825,954-766-2895,5/28/1969,Nuveen Texas Quality Municipal Income Fund,28.5469,-81.2571
528,Monti,Duffyn,Male,54 Hazelcrest Pass,Raleigh,North Carolina,27658,919-116-2136,5/31/1990,"Insight Enterprises, Inc.",35.7977,-78.6253
529,Stanton,Targe,Male,444 Fuller Center,Rochester,New York,14614,585-413-1740,5/23/1979,Modine Manufacturing Company,43.1558,-77.6142
530,Gearard,Waiting,Male,43327 Sloan Road,Silver Spring,Maryland,20904,240-905-4246,3/28/1938,Comcast Corporation,39.0668,-76.9969
531,Nefen,Kemp,Male,93 Roth Pass,London,Kentucky,40745,606-346-9792,7/19/1971,Concurrent Computer Corporation,37.1376,-84.1156
532,Aleda,Halleybone,Female,42125 Lyons Way,New York City,New York,10280,347-947-1507,8/20/1979,"Entergy Louisiana, Inc.",40.7105,-74.0163
533,Whitney,Tuther,Male,14060 Gateway Park,Palo Alto,California,94302,310-494-5650,6/4/1936,"MainSource Financial Group, Inc.",37.1894,-121.7053
534,Cassondra,Aves,Female,49 Sherman Lane,San Rafael,California,94913,415-861-2946,2/26/1943,Biohaven Pharmaceutical Holding Company Ltd.,38.068,-122.741
